CustomerID,Recency,Monetary,Cluster
C8530726,26,499.0,2
C6417142,26,1180.0,2
C1843216,29,611.0,2
C7121645,29,1399.0,2
C3041728,29,409.0,2
C1927989,26,390.0,2
C3132592,27,1699.0,2
C7915016,26,419.0,2
C3413587,26,2728.0,2
C5593318,27,1320.0,2
C2725549,26,633.0,2
C4414316,26,1490.0,2
C2696929,27,544.03,2
C7323091,26,404.0,2
C8834949,27,1512.9,2
C3232135,26,450.0,2
C7294666,27,1000.0,2
C6527274,27,1020.0,2
C7214869,26,483.0,2
C2994768,27,445.0,2
C6837474,25,400.0,2
C3420527,25,2500.0,2
C6413459,25,1300.0,2
C6114384,25,600.0,2
C3127519,30,520.0,2
C1040287,30,1940.0,2
C4231982,30,640.0,2
C2556946,25,590.0,2
C6983524,30,2500.0,2
C4159963,29,725.0,2
C3720926,29,1000.0,2
C6340270,30,398.8,2
C2240067,30,1500.0,2
C3710891,56,948.0,2
C3310266,56,855.0,2
C6894861,30,820.0,2
C4430758,27,795.0,2
C2595948,27,1650.0,2
C9031165,25,769.0,2
C2542685,27,830.0,2
C4118773,25,500.0,2
C7680973,27,1462.0,2
C1050635,25,999.0,2
C3881663,27,550.0,2
C6297163,30,1714.62,2
C6065838,27,1547.0,2
C5811783,26,1499.0,2
C5029217,26,555.0,2
C3612621,26,650.73,2
C7510035,26,433.0,2
C1335879,26,1000.0,2
C4339012,26,1115.0,2
C7312282,26,615.6,2
C1926474,26,520.0,2
C8737854,26,2700.0,2
C5527375,26,434.0,2
C1617425,26,1260.0,2
C5537633,29,1647.3,2
C7946683,29,971.0,2
C5624269,30,600.0,2
C2237657,29,784.0,2
C2936237,25,973.27,2
C2023117,26,598.13,2
C7019422,25,813.0,2
C2326969,27,357.5,2
C1435070,26,853.0,2
C6121563,25,689.0,2
C2139512,26,771.5,2
C7112026,26,1651.0,2
C8099869,27,1600.0,2
C2036989,27,725.0,2
C5032242,27,975.55,2
C3937319,27,1871.0,2
C3639631,25,400.0,2
C5733823,26,776.34,2
C1810622,25,1161.0,2
C3832343,30,1701.0,2
C1640969,25,600.0,2
C7435536,26,2396.0,2
C1940654,30,511.0,2
C4566789,30,405.0,2
C3024514,30,1512.75,2
C3873864,30,1428.0,2
C4021733,30,554.0,2
C1931769,25,942.0,2
C4820961,27,699.0,2
C6521161,27,887.0,2
C3183371,27,1000.0,2
C4337275,27,1100.0,2
C3221163,27,732.0,2
C2879880,26,1174.0,2
C7236357,27,2000.0,2
C4534190,27,955.0,2
C5713445,26,1500.0,2
C7522421,26,1356.0,2
C8522839,26,2421.09,2
C7235326,26,799.0,2
C2997282,26,700.0,2
C8724772,26,434.0,2
C6988960,26,500.0,2
C7327136,26,2010.63,2
C4420729,26,613.0,2
C5631060,26,1000.0,2
C3384181,29,420.0,2
C8318324,29,504.9,2
C5437477,29,500.0,2
C7540256,29,1600.0,2
C3229834,29,400.0,2
C4628347,25,1700.0,2
C7230579,26,530.0,2
C3924481,25,1500.0,2
C6723776,26,448.0,2
C2642815,26,1085.6,2
C1734050,26,1196.0,2
C4739422,26,650.0,2
C6919361,26,1200.0,2
C1937277,26,387.0,2
C5016339,26,388.72,2
C5729742,25,900.0,2
C7217511,27,1956.0,2
C4229723,27,1190.0,2
C6625748,27,944.0,2
C2426336,27,2697.0,2
C6996914,27,544.03,2
C3423519,27,814.5,2
C1816754,26,2560.0,2
C2199212,27,450.8,2
C7553381,27,1050.0,2
C5740054,22,2450.57,2
C9025253,22,2500.0,2
C4234386,22,959.0,2
C6336931,22,2104.0,2
C6722082,25,1289.0,2
C4327276,25,799.0,2
C7125052,30,827.0,2
C5542787,25,1200.0,2
C8997275,30,1900.0,2
C5333975,25,2402.26,2
C1553251,30,375.0,2
C2465839,30,1099.0,2
C8436482,25,1023.0,2
C5630536,30,1714.62,2
C1619536,25,800.0,2
C5635136,30,456.0,2
C5436631,30,1000.0,2
C2010285,59,1500.0,2
C2916668,30,419.45,2
C6866468,25,1799.0,2
C6838937,27,506.0,2
C1422283,30,2129.0,2
C2063634,27,1083.0,2
C7426055,27,510.0,2
C6326115,27,1631.0,2
C5035561,27,1191.0,2
C3530837,25,2145.8,2
C6715415,26,450.0,2
C7599161,26,2022.0,2
C5333741,25,500.0,2
C4620688,27,900.0,2
C3635992,26,2737.12,2
C4731779,26,1500.0,2
C8334186,26,595.0,2
C6341318,26,650.0,2
C3774744,26,551.14,2
C8535237,26,847.0,2
C4341427,26,1700.0,2
C4116745,26,400.0,2
C1621164,29,755.15,2
C8314140,29,689.0,2
C8833871,29,1508.52,2
C2937518,29,430.0,2
C6038689,29,687.7,2
C5464544,26,993.0,2
C3513342,26,400.0,2
C6233717,26,2425.0,2
C1532364,27,2002.91,2
C2231970,27,1122.0,2
C1320491,26,1303.0,2
C6888955,27,1998.0,2
C4534448,27,1713.0,2
C1211329,27,1426.0,2
C3214160,27,401.0,2
C2121973,27,503.0,2
C2942966,27,2190.0,2
C5573379,27,562.0,2
C2742172,26,500.0,2
C1437339,27,724.21,2
C4912077,27,2725.0,2
C1528360,27,1182.0,2
C5926030,26,650.0,2
C8513546,25,397.0,2
C4765124,26,514.0,2
C1899580,26,1300.0,2
C1591328,22,2398.0,2
C5090626,30,1714.62,2
C4583623,25,1980.0,2
C1332269,25,431.0,2
C5040345,25,700.0,2
C3428739,25,1000.0,2
C2925728,26,678.36,2
C8323956,30,520.0,2
C3661876,29,416.0,2
C5061684,30,600.0,2
C2624811,27,1038.0,2
C5538711,27,449.0,2
C8233015,27,452.0,2
C3821616,25,1000.0,2
C4836714,25,900.0,2
C7440639,26,500.0,2
C3418057,25,500.0,2
C7036585,30,1000.0,2
C7435116,27,500.0,2
C6039058,26,480.0,2
C3622974,26,999.0,2
C5435924,26,735.0,2
C1141668,26,700.0,2
C5525263,29,483.0,2
C3728734,29,562.88,2
C4118257,29,2490.0,2
C1148361,29,1885.0,2
C6512211,29,1500.0,2
C2010918,25,899.0,2
C4934718,26,1900.0,2
C5942741,27,777.0,2
C4137486,27,2645.0,2
C7233771,26,1130.0,2
C6923734,26,1900.0,2
C2583487,27,2784.0,2
C4614190,27,800.0,2
C4425082,27,585.0,2
C5040070,27,2766.5,2
C2442016,27,1749.0,2
C5838180,27,941.0,2
C6846834,27,1230.0,2
C7724673,27,1216.0,2
C5618486,26,398.0,2
C4616030,26,369.0,2
C7219235,30,2088.0,2
C4825984,30,1650.0,2
C5428865,30,560.0,2
C5525240,25,2500.0,2
C4442919,25,2188.0,2
C7631337,27,712.0,2
C5618813,27,753.0,2
C4921412,22,1991.0,2
C3220392,30,1197.0,2
C6432734,30,1500.0,2
C7411766,25,629.8,2
C8611713,30,849.0,2
C4828142,27,380.0,2
C5638985,27,907.0,2
C4921648,27,899.0,2
C6734123,27,500.0,2
C3638328,27,399.0,2
C6612691,27,1127.0,2
C1023670,27,426.0,2
C7915937,30,375.0,2
C3714044,26,1101.0,2
C8817668,26,909.05,2
C7615357,26,610.0,2
C4731978,26,400.0,2
C3616570,26,1310.0,2
C3137549,29,1700.0,2
C2284176,29,1324.0,2
C5526342,29,2500.0,2
C8819744,29,540.0,2
C4526357,25,2660.0,2
C7517352,26,1200.0,2
C7710587,26,599.0,2
C2515445,26,2000.0,2
C1226447,26,615.13,2
C8970639,26,1349.0,2
C8717519,26,787.25,2
C7935333,25,2546.0,2
C8920673,27,1358.0,2
C3612528,27,1038.0,2
C8168077,27,525.0,2
C5955984,27,1879.0,2
C4541254,26,671.0,2
C4828442,27,2600.0,2
C6975120,26,1500.0,2
C4331011,25,1500.0,2
C6032626,22,700.0,2
C8432874,26,500.0,2
C6714769,25,900.0,2
C6818188,25,490.0,2
C6129673,30,1150.0,2
C3619945,25,375.0,2
C3325848,25,606.9,2
C6828839,30,2150.0,2
C3337438,30,650.1,2
C5839224,30,581.4,2
C1330629,30,1800.0,2
C8633068,30,2500.0,2
C8233665,30,2465.0,2
C7032346,30,500.0,2
C8280984,30,1890.0,2
C5310948,27,1701.0,2
C1919026,30,372.0,2
C6493170,27,1100.0,2
C5624678,27,590.0,2
C2863259,25,1000.0,2
C4341742,26,465.0,2
C4530790,27,2372.0,2
C2755119,26,1498.0,2
C8719225,27,810.0,2
C3011922,26,500.0,2
C5435633,26,1326.0,2
C1128158,26,500.0,2
C5823373,26,700.0,2
C1611440,26,600.0,2
C4721691,29,412.0,2
C7330965,29,2453.0,2
C5635959,25,459.01,2
C2415147,26,1965.47,2
C8216719,26,750.0,2
C8012555,25,500.0,2
C8839313,26,400.0,2
C6841837,27,1000.0,2
C2613489,26,539.0,2
C6225214,27,1353.0,2
C5414012,25,499.0,2
C5741471,27,1489.0,2
C7822327,26,500.0,2
C6473248,27,660.0,2
C4837360,27,1998.0,2
C4123369,27,1000.0,2
C4819918,27,803.0,2
C7835338,26,1730.0,2
C4940769,27,1181.0,2
C3028816,27,705.0,2
C2543637,22,1109.08,2
C5114513,22,2850.0,2
C5221667,26,430.0,2
C3510432,22,1280.0,2
C1410448,25,2330.0,2
C8016083,25,440.0,2
C7333257,22,2600.0,2
C3920616,25,648.5,2
C4949951,25,1177.0,2
C5924689,30,585.0,2
C1429923,25,2100.08,2
C3599182,25,810.0,2
C3350653,25,980.0,2
C5628782,27,412.0,2
C3515759,30,1699.0,2
C7076482,25,500.0,2
C7759158,30,2300.0,2
C5539769,30,1714.62,2
C6831567,30,1190.0,2
C3214180,29,523.0,2
C3662752,30,1298.0,2
C1437151,30,572.0,2
C1626247,30,356.0,2
C2637581,27,580.0,2
C2434221,30,1444.0,2
C6921476,30,499.0,2
C5035667,26,2167.0,2
C8627076,27,1000.0,2
C8719847,27,849.0,2
C2532063,27,2518.59,2
C6142355,26,670.0,2
C3425473,30,880.0,2
C6340245,30,998.0,2
C4810730,30,960.0,2
C6135780,26,369.0,2
C6093932,26,868.0,2
C6839239,26,2554.0,2
C2423881,26,1000.0,2
C2418244,26,1900.0,2
C6214352,26,1500.0,2
C2917388,26,1240.0,2
C8512936,26,1504.0,2
C6121922,26,838.0,2
C4917650,26,412.0,2
C5738550,29,1675.0,2
C7733520,29,1512.0,2
C8615417,29,1300.0,2
C3130935,29,1000.0,2
C5415820,29,2600.0,2
C5234887,29,1890.0,2
C3136942,26,604.0,2
C1710158,25,2712.0,2
C4272419,27,752.0,2
C4536263,27,950.0,2
C8722246,26,1120.4,2
C2342713,26,798.0,2
C3126379,27,507.0,2
C3825862,27,1400.0,2
C4826212,22,1210.0,2
C4222985,30,500.0,2
C2129091,30,452.0,2
C1820114,25,1549.0,2
C8522837,25,1799.0,2
C4110746,25,2500.0,2
C2625321,25,610.88,2
C4483724,25,500.0,2
C4961171,30,630.0,2
C5924388,30,645.0,2
C4813159,30,1662.68,2
C3712144,30,864.0,2
C2742452,30,895.0,2
C8227246,30,463.48,2
C7368012,30,500.0,2
C5140178,29,500.0,2
C4840639,30,1276.0,2
C5064358,26,498.0,2
C6348350,27,600.0,2
C4620476,27,500.0,2
C1219955,30,591.0,2
C1412052,26,500.0,2
C6931840,26,598.0,2
C2535863,30,544.0,2
C2913714,27,1458.0,2
C5811351,25,1820.0,2
C8651974,26,378.0,2
C4732829,26,1050.0,2
C8010875,26,1020.0,2
C3823054,26,2015.0,2
C5142786,26,356.0,2
C2521532,29,404.44,2
C1712650,29,1250.0,2
C2816077,29,2150.0,2
C5311475,29,1500.0,2
C4540232,29,1254.0,2
C3530730,29,380.0,2
C7931326,25,1500.0,2
C2019869,26,1464.0,2
C8131518,26,1070.0,2
C4236152,26,865.27,2
C4723053,27,1298.0,2
C7736774,27,500.0,2
C5960154,26,949.0,2
C6913585,27,1495.0,2
C6440317,27,606.9,2
C2476433,26,2654.0,2
C2321268,26,1784.0,2
C1521670,27,2156.0,2
C7917575,27,1000.0,2
C8499828,27,1100.0,2
C8314160,27,2159.0,2
C3519849,27,477.66,2
C5223668,26,696.0,2
C4944054,26,472.0,2
C8110384,27,1277.0,2
C2322649,22,1363.27,2
C1039386,22,860.0,2
C1421917,25,1380.0,2
C1740448,30,500.0,2
C1823360,30,1609.4,2
C5863811,30,700.0,2
C8211061,30,730.0,2
C3290649,30,1714.62,2
C3542513,30,640.0,2
C7756560,25,604.0,2
C2294433,25,1020.0,2
C3248056,25,635.0,2
C9031815,30,874.0,2
C6338142,30,1260.0,2
C3413651,30,1400.0,2
C8546129,30,2311.0,2
C3465826,30,968.0,2
C4973721,52,2699.0,2
C8541989,27,1699.0,2
C3425643,27,1560.0,2
C7340330,27,621.0,2
C3916321,27,558.68,2
C1712860,27,877.0,2
C2620369,27,1092.0,2
C2816976,25,545.0,2
C4337660,26,955.0,2
C3968750,26,598.01,2
C5719130,26,1355.0,2
C5916526,26,699.0,2
C5989348,26,1290.0,2
C6412512,26,530.0,2
C8798422,29,599.0,2
C4323914,29,808.0,2
C1816812,29,1506.0,2
C6134881,29,565.79,2
C5658386,29,1512.75,2
C7736278,29,901.0,2
C6737071,26,488.0,2
C5113758,26,1244.25,2
C8218883,30,1230.0,2
C5217421,26,800.0,2
C5837657,30,2450.0,2
C4325824,27,1437.0,2
C6412364,27,595.0,2
C5334934,27,1244.0,2
C6634462,27,2000.0,2
C1942175,27,723.01,2
C2620416,26,855.0,2
C8818555,26,1526.0,2
C6612944,27,899.0,2
C5313689,27,1838.0,2
C5420917,25,748.61,2
C6025661,26,380.0,2
C4743413,25,1751.0,2
C2932416,30,800.0,2
C5837719,25,900.0,2
C8241638,30,1100.0,2
C6535238,26,432.0,2
C4839590,25,468.0,2
C4942188,26,1700.0,2
C2437466,30,430.0,2
C3042063,30,500.0,2
C4027538,30,720.0,2
C7636456,53,1000.0,2
C1732377,30,730.0,2
C6538482,30,500.0,2
C7310567,30,2375.0,2
C3512169,27,1000.0,2
C5018914,30,1000.0,2
C4313243,27,1400.0,2
C6865647,27,1500.0,2
C7640382,25,1500.0,2
C3613867,27,1859.08,2
C8725213,30,528.0,2
C3527487,27,2240.0,2
C1128354,25,968.0,2
C8714715,25,795.0,2
C4216474,25,595.5,2
C1416661,27,510.0,2
C3053854,27,980.0,2
C1315140,26,470.0,2
C2562271,26,416.95,2
C7613972,26,1400.0,2
C2420681,26,377.53,2
C5796272,26,600.0,2
C8111770,26,665.0,2
C8219717,26,1030.0,2
C8712240,26,991.0,2
C1114627,26,846.0,2
C5422185,29,355.0,2
C6916441,29,368.0,2
C4554142,26,500.0,2
C6437550,25,1626.0,2
C1811786,26,735.0,2
C3016392,26,2249.8,2
C1290664,25,1714.62,2
C6725238,26,440.0,2
C5529953,27,1724.94,2
C4823987,27,374.44,2
C4910853,27,381.0,2
C8256889,27,582.0,2
C4727768,27,658.0,2
C7414566,22,610.0,2
C6527249,25,1557.52,2
C3914392,22,1860.0,2
C1828841,30,929.0,2
C4123758,25,1277.0,2
C7290611,25,2000.0,2
C8233088,30,720.0,2
C5432981,25,1400.0,2
C4425527,30,580.0,2
C3716774,30,748.0,2
C7042729,25,1338.0,2
C4813538,25,1500.0,2
C6933145,30,729.0,2
C5410475,30,500.0,2
C2439629,27,705.0,2
C5927079,25,530.54,2
C7438081,27,2157.0,2
C8673940,27,434.0,2
C8491937,26,599.0,2
C3742519,25,1955.0,2
C7961344,26,550.0,2
C8598667,26,2234.0,2
C3188864,27,2596.0,2
C4025974,26,595.0,2
C1325443,25,2664.75,2
C3626680,25,1100.0,2
C1219714,25,700.0,2
C8114859,25,1401.19,2
C7115044,26,1000.0,2
C6211124,26,1952.97,2
C3731528,26,1246.0,2
C2713667,26,600.0,2
C7860064,26,417.53,2
C3133450,26,759.0,2
C6313784,26,991.0,2
C3265591,26,450.0,2
C5944144,26,1910.0,2
C1531122,26,500.0,2
C2241763,29,749.0,2
C3613745,29,584.0,2
C3117062,29,425.82,2
C8123972,29,1230.0,2
C5042214,30,700.0,2
C8567624,29,2000.2,2
C8113688,26,800.0,2
C1035085,26,1500.0,2
C1121980,27,1511.0,2
C8925087,26,790.0,2
C4030728,27,465.35,2
C6229836,27,1098.0,2
C4624960,26,550.81,2
C8777882,27,407.0,2
C8210474,26,1018.0,2
C3413822,25,1000.0,2
C4178251,25,1550.0,2
C3841689,22,981.0,2
C6230240,25,1494.0,2
C2630659,22,1430.0,2
C5955955,25,840.0,2
C8016954,30,510.0,2
C7340352,25,510.0,2
C2228378,30,972.05,2
C4642224,25,1001.0,2
C4230838,25,699.0,2
C5427261,30,1798.0,2
C6513625,25,450.0,2
C5612647,25,1388.0,2
C4910661,30,2500.0,2
C8516322,59,1350.0,2
C1081857,30,500.0,2
C4119590,27,454.0,2
C3520188,27,1650.0,2
C6427378,25,502.0,2
C8236490,27,425.0,2
C2336856,27,704.0,2
C8942540,25,1770.0,2
C6132213,25,420.0,2
C8337884,26,999.0,2
C1992777,25,450.0,2
C7813134,26,1000.0,2
C6229174,26,1799.0,2
C1829287,26,738.0,2
C2763165,26,1118.0,2
C1039515,26,540.0,2
C1018964,26,550.0,2
C7314324,26,699.0,2
C4639744,26,880.0,2
C4479860,26,650.0,2
C7632174,26,1222.77,2
C7211485,26,390.0,2
C6452314,26,421.0,2
C6422065,29,936.0,2
C5945848,29,1641.98,2
C1880834,29,2400.0,2
C4639082,29,2220.7,2
C6296613,29,555.0,2
C7225858,29,375.0,2
C3941784,26,1000.0,2
C3242311,26,1768.16,2
C4617889,26,553.0,2
C1457430,27,834.0,2
C8831352,26,542.0,2
C5320955,26,600.0,2
C6881359,27,400.0,2
C2267744,26,479.0,2
C3232951,27,1197.0,2
C8027054,27,497.0,2
C8811414,27,2077.0,2
C8588626,27,1675.0,2
C7610268,26,895.77,2
C2618492,25,365.0,2
