PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,QUARTER,YEAR
Wave Hill,BRONX,20.867,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Queensbridge Park,QUEENS,20.34,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Marcus Garvey Park,MANHATTAN,20.165,ONE ACRE OR LARGER,0,1.0,1.0,0.0,0,0.0,0.0,2.0,Q4,2016
Isham Park,MANHATTAN,20.132,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Williamsbridge Oval,BRONX,19.749,ONE ACRE OR LARGER,0,0.0,3.0,1.0,0,0.0,0.0,4.0,Q4,2016
Brant Point Wildlife Sanctuary,QUEENS,19.556,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Broad Channel American Park,QUEENS,18.768,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Theodore Roosevelt Park,MANHATTAN,17.574,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bensonhurst Park,BROOKLYN,17.5,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Lincoln Terrace / Arthur S. Somers Park,BROOKLYN,17.14,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2016
John Golden Park,QUEENS,17.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bayview Terrace Park,STATEN ISLAND,16.944,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Jones Woods Park,STATEN ISLAND,16.93,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Francis Lewis Park,QUEENS,16.831,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Leif Ericson Park,BROOKLYN,16.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Eibs Pond Park,STATEN ISLAND,16.505,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Railroad Park Queens,QUEENS,16.439,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Breukelen Ballfields,BROOKLYN,16.16,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Franz Sigel Park,BRONX,15.99,ONE ACRE OR LARGER,0,0.0,3.0,0.0,0,0.0,0.0,3.0,Q4,2016
Thomas Jefferson Park,MANHATTAN,15.524,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Alice Austen Park,STATEN ISLAND,15.524,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mill Pond Park,BRONX,15.496,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Sherman Creek,MANHATTAN,15.383,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Harris Park,BRONX,15.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Goodhue,STATEN ISLAND,15.064,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mullaly Park,BRONX,15.049,ONE ACRE OR LARGER,0,0.0,4.0,1.0,0,0.0,0.0,5.0,Q4,2016
Tremont Park,BRONX,15.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Carl Schurz Park,MANHATTAN,14.938,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,0.0,0.0,2.0,Q4,2016
Grand Army Plaza Brooklyn,BROOKLYN,14.257,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Von Briesen Park,STATEN ISLAND,13.938,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Motor Parkway,QUEENS,13.894,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Unnamed Park On Beach Channel Drive & Beach 116Th Street To Beach 108Th Street,QUEENS,13.826,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Beach 17 Playground,QUEENS,13.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Tudor Park,QUEENS,13.543,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Aqueduct Walk,BRONX,13.533,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Father Macris Park,STATEN ISLAND,13.469,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Starlight Park,BRONX,12.93,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Jackie Robinson Park Manhattan,MANHATTAN,12.772,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2016
Brooklyn Museum,BROOKLYN,12.66,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Beach Channel Park,QUEENS,12.624,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Greenbelt Native Plant Center,STATEN ISLAND,12.247,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bowne Park,QUEENS,11.788,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Seton Park,BRONX,11.689,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Rufus King Park,QUEENS,11.5,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Frank Golden Park,QUEENS,11.422,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
St. James Park,BRONX,11.39,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Richmond Terrace Wetlands,STATEN ISLAND,11.193,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Barretto Point Park,BRONX,11.161,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
St. Albans Park,QUEENS,10.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Gemini Fields,QUEENS,10.761,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Givans Creek Woods,BRONX,10.735,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Betsy Head Park,BROOKLYN,10.555,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Tompkins Square Park,MANHATTAN,10.502,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2016
Cpl. Thompson Park,STATEN ISLAND,10.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Commodore Barry Park,BROOKLYN,10.391,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Cadman Plaza Park,BROOKLYN,10.384,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Broadway Malls,MANHATTAN,10.242,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Steeplechase Park,BROOKLYN,10.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Hunter'S Point South Park,QUEENS,10.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Unnamed Park On Richmond Terrace,STATEN ISLAND,9.934,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Hybrid Oak Woods Park,STATEN ISLAND,9.763,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Washington Square Park,MANHATTAN,9.749,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,3.0,0.0,4.0,Q4,2016
Bryant Park,MANHATTAN,9.603,ONE ACRE OR LARGER,0,0.0,0.0,0.0,2,6.0,0.0,8.0,Q4,2016
Rockaway Freeway,QUEENS,9.404,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bicentennial Veterans Memorial Park,BRONX,9.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,1,0.0,0.0,1.0,Q4,2016
Sunset Cove Park,QUEENS,9.375,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
St. John'S Recreation Center,BROOKLYN,9.339,ONE ACRE OR LARGER,0,1.0,1.0,0.0,0,0.0,0.0,2.0,Q4,2016
Linden Park,BROOKLYN,9.322,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Haffen Park,BRONX,9.238,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Allison Pond Park,STATEN ISLAND,9.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Graniteville Swamp Park,STATEN ISLAND,9.187,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Tottenville Shore Park,STATEN ISLAND,9.181,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Captain Tilly Park,QUEENS,9.16,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Harvey Park,QUEENS,9.154,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Msgr. Mcgolrick Park,BROOKLYN,9.134,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bushwick Inlet Park,BROOKLYN,9.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Henry Hudson Park,BRONX,8.972,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Frank Principe Park,QUEENS,8.899,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Castle Hill Park,BRONX,8.834,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Rochdale Park,QUEENS,8.833,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Abe Stark Skating Rink,BROOKLYN,8.807,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
City Hall Park,MANHATTAN,8.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
East River Waterfront Esplanade,MANHATTAN,8.761,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Crotona Parkway Malls,BRONX,8.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Coney Island Creek Park,BROOKLYN,8.663,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mill Rock Park,MANHATTAN,8.639,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
East River Esplanade E 90Th St To E 125Th St,MANHATTAN,8.595,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
John J Carty Park,BROOKLYN,8.565,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Coffey Park,BROOKLYN,8.271,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Barrett Park,STATEN ISLAND,8.108,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Rainey Park Queens,QUEENS,8.09,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Laguardia Landing Lights,QUEENS,8.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
City Island Wetlands,BRONX,8.005,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Sara D. Roosevelt Park,MANHATTAN,7.85,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2016
Ewen Park,BRONX,7.84,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2016
Herbert Von King Park,BROOKLYN,7.819,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mount Prospect Park,BROOKLYN,7.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Rainey Park Bronx,BRONX,7.738,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Detective Keith L Williams Park,QUEENS,7.683,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Flushing Fields,QUEENS,7.671,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Palmer Inlet,BRONX,7.49,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Midland Field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Schmul Park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bridge Park Bronx,BRONX,7.156,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Beach 30Th Street Playground,QUEENS,7.122,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Brower Park,BROOKLYN,7.047,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Joyce Kilmer Park,BRONX,6.882,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Maria Hernandez Park,BROOKLYN,6.873,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,1.0,0.0,3.0,Q4,2016
The High Line,MANHATTAN,6.73,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Friends Field,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Lindower Park,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
J. Hood Wright Park,MANHATTAN,6.699,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2016
Wnyc Transmitter Park,BROOKLYN,6.611,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Spuyten Duyvil Shorefront Park,BRONX,6.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Park Avenue Malls,MANHATTAN,6.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Westwood Park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Union Square Park,MANHATTAN,6.51,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,6.0,0.0,7.0,Q4,2016
Concrete Plant Park,BRONX,6.438,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Col. Young Playground,MANHATTAN,6.423,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bradys Pond Park,STATEN ISLAND,6.402,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Cooper Park,BROOKLYN,6.401,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Gravesend Park,BROOKLYN,6.379,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Dr. Charles R. Drew Park,QUEENS,6.336,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Trinity Park,BROOKLYN,6.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Madison Square Park,MANHATTAN,6.234,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,3.0,0.0,3.0,Q4,2016
Elmhurst Park,QUEENS,6.219,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Fort Hamilton Athletic Field,BROOKLYN,6.194,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Ambrosini Field,BRONX,6.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Clearview Park,QUEENS,6.05,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Ralph Demarco Park,QUEENS,6.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Wingate Park,BROOKLYN,5.888,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Unnamed Park On Drumgoole Road & Huguenot Avenue,STATEN ISLAND,5.848,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
De Witt Clinton Park,MANHATTAN,5.829,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Unnamed Park On Boundary Avenue,STATEN ISLAND,5.765,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Van Voorhees Park,BROOKLYN,5.739,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Hallets Cove Playground,QUEENS,5.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mckinley Park,BROOKLYN,5.655,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Southern Fields,QUEENS,5.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Devoe Park,BRONX,5.44,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
St. Michael'S Playground,QUEENS,5.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mafera Park,QUEENS,5.4,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2016
Kennedy Playground,QUEENS,5.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Seagirt Ave Wetlands,QUEENS,5.323,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
John Paul Jones Park,BROOKLYN,5.317,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Walker Park,STATEN ISLAND,5.278,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Old Place Creek Park,STATEN ISLAND,5.233,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Hoover - Manton Playgrounds,QUEENS,5.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Gen. Douglas Macarthur Park,STATEN ISLAND,5.165,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Grover Cleveland Playground,QUEENS,5.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Police Officer Edward Byrne Park,QUEENS,4.966,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Cypress Hills Playground,BROOKLYN,4.947,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Seth Low Playground/ Bealin Square,BROOKLYN,4.945,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Kelly Park,BROOKLYN,4.896,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Socrates Sculpture Park,QUEENS,4.893,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Beach 9 Playground,QUEENS,4.863,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
South Beach Wetlands,STATEN ISLAND,4.794,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Naples Playground,STATEN ISLAND,4.784,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Raoul Wallenberg Forest,BRONX,4.73,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
West Harlem Piers,MANHATTAN,4.712,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Sports Park,STATEN ISLAND,4.647,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Washington'S Walk,BRONX,4.637,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Cambria Playground,QUEENS,4.635,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Marconi Park,QUEENS,4.635,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Valentino Pier,BROOKLYN,4.525,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Graniteville Quarry Park,STATEN ISLAND,4.465,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Montbellier Park,QUEENS,4.427,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2016
Quarry Ballfields,BRONX,4.417,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Richman (Echo) Park,BRONX,4.385,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Jerome Park,BRONX,4.359,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Corlears Hook Park,MANHATTAN,4.355,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2016
"Phil ""Scooter"" Rizzuto Park",QUEENS,4.353,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Asphalt Green,MANHATTAN,4.35,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,2.0,0.0,2.0,Q4,2016
Faber Pool And Park,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Machate Circle,BROOKLYN,4.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Hamilton Fish Park,MANHATTAN,4.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Tiffany Street Pier,BRONX,4.231,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Kingdom Pond Park,STATEN ISLAND,4.22,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Columbus Park Brooklyn,BROOKLYN,4.14,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Stapleton Playground,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Sternberg Park,BROOKLYN,4.044,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Colucci Playground,BRONX,4.0,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Northerleigh Park,STATEN ISLAND,3.955,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Stuyvesant Square,MANHATTAN,3.928,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Last Chance Pond Park,STATEN ISLAND,3.903,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Fordham Landing Playground,BRONX,3.9,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Chelsea Park,MANHATTAN,3.9,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2016
North 5Th Street Pier And Park,BROOKLYN,3.882,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Haggerty Park,QUEENS,3.867,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Jacob H. Schiff Playground,MANHATTAN,3.852,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Grant Park,BRONX,3.85,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
East Elmhurst Playground,QUEENS,3.827,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Joseph Austin Playground,QUEENS,3.814,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Unnamed Park On Rockaway Boardwalk & Crest Road,QUEENS,3.809,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Lincoln Center Plaza,MANHATTAN,3.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Ingram Woods,STATEN ISLAND,3.77,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Farm Playground,QUEENS,3.757,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
